product_name,quantity,nutrition_score,carbon_footprint,co2_packaging,store_count,country count,ingredients
Petit Beurre Tablette Chocolat Blanc,150 g,24,5.918971723,0.11013799,1,1,"Chocolat blanc 48 % {sucre - beurre de cacao - poudre de _lait_ entier - _lactosérum_ en poudre - émulsifiant : lécithines (tournesol) - arôme} - farine de _blé_ - sucre - _beurre_ concentré 6,4 % - _lait_ écrémé en poudre - poudres à lever : carbonates d'ammonium, carbonates de sodium, diphosphates - sel."
petit beure chocolat au lait,170 g,23,5.918971723,0.11013799,1,1,N/A
P'tit sacripant Chocolat au Lait,250 g,26,6.738600583,0.11010835,1,1,"Biscuit 52% : farine de blé, sucre, beurre concentré 12,4% (soit 14,7% de beurre reconstitué), poudres à lever : carbonates d'ammonium, carbonates de sodium, diphosphates, sirop de glucose-fructose, sel, acidifiant : acide citrique.
Chocolat au lait 48% : sucre, beurre de cacao, pâte de cacao, lait écrémé en poudre, lactose, matière grasse laitière, émulsifiant : lécithines de tournesol, arôme."
"P'tit Sacripant, Petits Beurre Chocolat au Lait aux Noisettes",150 g,25,5.918971723,0.11013799,1,1,"Biscuit 52 % : farine de _blé_ - sucre - _beurre_ concentré 12,4 %* (soit 14,7 %* de _beurre_ reconstitué) - poudres à lever : carbonates d'ammonium, carbonates de sodium, diphosphates - sirop de glucose-fructose - sel - acidifiant : acide citrique.
Chocolat au _lait_ et aux _noisettes_ 48 % : sucre - beurre de cacao - _lait_ entier en poudre - pâte de cacao - pâte de _noisette_ 5 %* - _lactose_ - _noisettes_ 2 %* - émulsifiant : lécithines de tournesol - arômes.
*Pourcentages exprimés sur chaque partie."
P'tit Sacripant Petits Beurre Chocolat au Lait,150 g (12 biscuits),24,5.918971723,0.11013799,2,1,"Chocolat au lait 48% (sucre - beurre de cacao* 9,3% - pâte de cacao* 6,7%-poudre de lait écrémé - lactose-matière grasse laitière anhydre - émulsifiant: lécithines de tournesol - arôme naturel de vanille) - farine de blé-sucre - beurre concentré 6,5% (soit 7,8% de beurre reconstitué) - poudres à lever: carbonates d'ammonium, carbonates de sodium, diphosphates-poudre de lait écrémé-sel."
Petit Plaisir Au Chocolat Au Lait,150 g,23,6.738600583,0.11010835,1,1,"Chocolat au lait* 48% (sucre de canne*, beurre de cacao lait entier en poudre*, pâte de cacao*), farine de blé 37%, sucre de canne roux non raffiné, beurre* 8,8%, lait écrémé en poudre, poudres à lever: carbonates d'ammonium carbonates de sodium - acide tartrique, sel marin non raffiné, arôme naturel. Ingrédients agricoles issus de l'Agriculture Biologique. Peut contenir des traces d'oeufs, fruits à coque, soja et graines de sésame"
LE PETIT BEURRE TABLETTE Chocolat au lait,150 g,25,5.918971723,0.11013799,1,3,"Chocolat au lait 48% [sucre, beurre de cacao, pâte de cacao, poudre de _lait_ écrémé, _lactose_, matière grasse de _lait_ anhydre, émulsifiant : lécithines (tournesol), arôme], farine de _blé_, sucre, _beurre_ pâtissier 6.5%, sirop de glucose-fructose, sel, poudre à lever : carbonates d'ammonium – carbonates de sodium – diphosphates, acidifiant : acide citrique.
Peut contenir des traces d'œufs et de fruits à coque."
3 tablettes chocolat noir patissier,N/A,N/A,N/A,N/A,0,1,N/A
Petit beurre au chocolat au lait,150 g,23,5.918971723,0.11013799,1,1,"Chocolat : chocolat au lait (48 %) (sucre, beurre de cacao, poudre de lait entier, pâte de cacao, émulsifiant : lécithines (soja). Biscuit : farine de blé (35 %), sucre, beurre (lait) (9 %), poudres à lever : carbonates d'ammonium - carbonates de sodium, amidon de blé, lait écrémé en poudre, sel, acidifiant : acide citrique.
* Ingrédients issus de l'agriculture biologique"
Petit Beurre au Chocolat Noir,150 g,19,5.918971723,0.11013799,1,1,"Chocolat : chocolat noir (48 %) (pâte de cacao, sucre, beurre de cacao).
Biscuit : farine de _blé_ (35 %), sucre, beurre (_lait_) (9 %), poudres à lever : carbonate acide d'ammonium - carbonate acide de sodium, amidon de _blé_, _lait_ écrémé en poudre, sel, acidifiant : acide citrique."
Chocolat noir 70%,100 g,22,17.110287748,0.10429359,1,1,"Pâte de cacao et beurre de cacao 74,5%, sucre de canne roux 25,5%"
TABLETTE CHOCOLAT AULAIT ET FLEUR DE SEL,100 g,31,N/A,N/A,0,1,"Chocolat au lait : 99 % (pâte de cacao et beurre de cacao 40,5 %, poudre de lait 19 %) fleur de sel de Guérande : 1 %, 100 % des ingrédients SONT Issus De L’AGRICULTURE BIOLOGIQUE. CONTIENT des traces d’amande, NOISETTES, DE SÉSAME ET OIARACHIOES, INGRÉDIENTS CONFORMES OU"
Tablette chocolat noir café 70% cacao Pérou,100g,27,17.110287748,0.10429359,1,1,"pâte de cacao, sucre de canne roux, beurre de cacao, poudre de cacao, café moulu (3%)"
Lait Amandes Sel de Guérande,100 g,29,12.741300238,0.10429359,1,1,"Sucre de canne, beurre de cacao, lait entier en poudre, amandes 12 %, pâte de cacao, sel de Guérande 0,75 %. Cacao : 36% minimum dans le chocolat."
Tablette familiale chocolat au lait - 100g,100 g,27,12.741300238,0.10429359,1,1,"Sucre, beurre de cacao, poudre de _lait_ écrémé 13 %, pâte de cacao, _lactosérum_ en poudre (_lait_ ), matière grasse de _lait_ anhydre, émulsifiants : lécithine de tournesol et E476, arôme vanille."
Tablette 100% cacao origine Equateur,90 g,17,17.110287748,0.10429359,0,1,Pâte de cacao Équateur.
Biscuits tablettes chocolat au lait,150 g,23,6.738600583,0.11010835,0,1,"Pâte à glacer parfum chocolat au _lait_ 48 % (sucre, huile de palmiste totalement hydrogénée, cacao maigre en poudre 6,5 %, _lactosérum_ en poudre, _lactose_, _lait_ en poudre écrémé 4,5 %, émulsifiant : E322 (tournesol), arôme), farine de _blé_, sucre, huile de palme, sirop de glucose, poudres à lever : E500, E503, _lactosérum_ en poudre, sel, arômes, acidifiant : E330."
Biscuit tablette chocolat noir,150 g,20,6.738600583,0.11010835,1,1,"Pâte à glacer parfum chocolat noir 48 % (sucre, huile de palmiste totalement hydrogénée, cacao maigre en poudre 17 %, _lactosérum_ en poudre, stabilisant : E492, émulsifiant : E322 (tournesol), arôme), farine de _blé_, sucre, huile de palme, sirop de glucose, poudres à lever : E500, E503, _lactosérum_ en poudre, sel, arômes, acidifiant : E330."
30G MINI TABLETTE CHOCO NOIR 70%,30 g,22,17.110287748,0.10429359,0,1,"TABLEÎTE CHOCOLAT NOIR BI INCREDIENTS : Pâte de cacao*, sucre de wine*, beurie de cacao* * Produits issus de t'agricutturebiologique 21Jt contenir des traces de latt , Qtuten. fruits.àeoque,"
"La Corse Chocolat noir, Figues et Citron",80 g,23,17.110287748,0.10429359,0,1,"Pâte de cacao, sucre, beurre de cacao, figues 6 %, pépites au citron (sucre pomme, pulpe de citron 18 %, dextrose, fibres d'ananas, gélifiant : E401, stabilisant: E341ii correcteurs d'acidité : E332-E330, arôme naturel de citron, colorant : E100, _noisettes_ torréfiées), émulsifiant : lécithines (_soja_), arômes."
Tablette Dessert Lait 32%,200 g,26,12.741300238,0.10429359,1,1,"Sucre de canne blond, beurre de cacao, lait entier en poudre 25%, pâte de cacao."
Tablette Chocolat noir Physalis,100 g,25,17.110287748,0.10429359,0,1,N/A
Tablette Chocolat Au Lait Et Noisettes Pur Beurre De Cacao,100 g,N/A,N/A,N/A,0,1,"chocolat au lait (sucre beurre de cacao, poudre de _LAIT_ entier, masse de cacao, de vanille), _NOISETTES_ 8%"
Chocolat Noir Fruits Secs,100 g,17,17.110287748,0.10429359,0,2,"Cacao 73% min. dans le chocolat Ingrédients chocolat noir* origine St-Domingue (masse de cacao*, sucre de canne brut*, beurre de cacao*, poudre de cacao';, poudre de vanille*), 8% mélange de fruits secs et fruits séchés en proportion variable (AMANDES*, NOISETTES*, écorces d'oranges*, écorces de citrons*, cranberries*, sucre de canne*, sirop de blé*, correcteur d'acidité : acide citrique)."
Biscuits tablette chocolat noir,150 g,21,6.738600583,0.11010835,2,1,"Chocolat noir 48 % (sucre, pâte de cacao, beurre de cacao, lactose, matière grasse laitière anhydre, poudre de lait écrémé, émulsifiant : lécithine de tournesol, arômes), farine de blé, sucre, graisse de palme, poudre à lever : carbonates d'ammonium - carbonates de sodium - acide citrique, sirop de glucose-fructose de blé, lactoses et protéines de lait, sel."
chocolat noir 74%,100 g,17,17.110287748,0.10429359,1,1,"pâte de cacao, sucre, beurre de cacao, cacao maigre en poudre, émulsifiant : lécithine de tournesol, arôme vanille"
Les Tablettes POCKET COEUR AU LAIT CHOCOLAT AU LAIT,268 g,24,5.918971723,0.11013799,2,3,"Chocolat au lait 42% [sucre, beurre de cacao, pâte de cacao, poudre de _lait_ écrémé, _lactose_, _beurre_ concentré, émulsifiant : lécithines (_soja_)], farine de _blé_ 21%, sucre, graisses végétales (palmiste, palme en proportion variable), poudre de _lait_ entier 6%, _beurre_ 4%, sirop de glucose, poudre de _lait_ écrémé, poudres à lever : carbonates de sodium et carbonates d'ammonium, émulsifiant : lécithines (tournesol), _lactosérum_ en poudre, sel, acidifiant : acide citrique. Peut contenir des traces de fruits à coque."
GALLETAS DE MANTEQUILLA TABLETA Chocolate blanco,150 g,27,6.738600583,0.11010835,1,3,"Chocolate blanco 48% [azúcar, manteca de cacao, _leche_ en polvo, suero _lácteo_ en polvo, emulgente: lecitinas (girasol), aroma], harina de _trigo_, azúcar, _mantequilla_ concentrada 6,5%, jarabe de glucosa y fructosa, sal, gasificantes: carbonatos de amonio - carbonatos de sodio - difosfatos, acidulante: ácido cítrico.
Puede contener trazas de huevo y frutos de cáscara."
Petit beurre pocket choco-lait x 16,268 g,24,6.738600583,0.11010835,1,1,"Chocolat au lait 42% (sucre, beurre de cacao, pâte de cacao, lait en poudre écrémé, lactose, beurre concentré, émulsifiant: lécithines (soja)) ; farine de blé ; sucre ; graisses végétales (palmiste, palme en proportion variable) ; lait en poudre entier 5,5% ; beurre 3,5% ; sirop de glucose ; lait en poudre écrémé 1,5% ; poudres à lever: E500, E503 ; émulsifiant: lécithines (tournesol) ; lactosérum en poudre ; sel ; acidifiant: acide citrique.
Traces de fruits à coque."
Chocolat noir fourré mousse,160 g,20,17.110287748,0.10429359,1,1,"Sucre, pâte de cacao, matière grasse de lait anhydre, graisses végétales (palme, karité), poudre de lait écrémé, pâte de noisettes, cacao maigre en poudre, beurre de cacao, lactose, arôme naturel de vanille, émulsifiant : lécithines (soja).
Traces de gluten, œufs et autres fruits à coque.
Cacao : 44% minimum dans le chocolat noir d'enrobage."
Chocolat noir allégé en sucre,2 x 100 g,17,17.110287748,0.10429359,1,1,"Pâte de cacao, sucre, inuline 9 %, fructo-oligosaccharides 9 %, matière grasse laitière anhydre, émulsifiant : lécithines (tournesol), arôme naturel de vanille.
Traces de fruits à coque et gluten.
Cacao : 47% minimum."
Petit beurre LU chocolat noir,250 g,20,5.918971723,0.11013799,1,2,"Chocolat noir 48% (pâte de cacao, sucre, beurre de cacao, lactose, lait écrémé en poudre, matière grasse laitière anhydre, émulsifiant : lécithines (tournesol), arôme naturel de vanille) ; farine de blé ; sucre ; beurre concentré 6,4% (soit 7,6% en beurre reconstitué) ; lait écrémé en poudre ; poudres à lever : E503, E500, E450 ; sel.
Traces d'oeufs et fruits à coque."
Chocolat Noir Fourré menthe,150 g,21,17.110287748,0.10429359,1,1,"Sucre, pâte de cacao, sirop de glucose, beurre de cacao, sirop de sucre inverti, humectant: sorbitols, sirop de glucose-fructose, émulsifiant: lécithines (tournesol), arôme naturel de vanille, arôme naturel de menthe. Traces d'arachides, gluten, fruits à coque, oeufs, lait et soja. 
Cacao: 48% minimum dans le chocolat noir."
Chocolat lait fourré caramel,125 g,N/A,N/A,N/A,1,1,"Sucre ; caramel au lait et à la fleur de sel de Guérande 30 % (sirop de glucose ; lait frais d'Isigny 23 %*; sucre ; eau ; beurre ; lait en poudre écrémé ; dextrose ; maltodextrine ; fleur de sel de Guérande 0,8 %* ; émulsifiants : lécithines (tournesol), E471 ; arômes ; colorant : caramel ordinaire); beurre de cacao ; lait en poudre entier ; pâte de cacao ; lait en poudre écrémé ; émulsifiant : lécithines (tournesol) ; arôme naturel de vanille.
Traces de fruits à coque, œufs et gluten.
Cacao : 30 % minimum dans le chocolat au lait.
*Pourcentages exprimés sur le caramel."
Petit beurre tablette Chocolat  au lait aux noisettes,,23,5.918971723,0.11013799,1,2,"Chocolat au lait aux noisettes 48 % (sucre, beurre de cacao, pâte de cacao, lait écrémé en poudre, lactose, pâte de noisettes 2,3 %, noisettes 0,96 %, matière grasse laitière anhydre, émulsifiant : lécithines (soja), arôme); farine de blé 37 %; sucre ; beurre concentré 6,5 %; poudres à lever: E500, E503, E450; lait écrémé en poudre; sel."
Chocolat pâtissier lait et 5 épices,175 g,25,12.741300238,0.10429359,3,1,"Sucre, beurre de cacao, poudre de lait écrémé 13 %, pâte de cacao, lactoserum en poudre, matière grasse laitiere anhydre, mélange d'épices 1 % (cannelle, muscade, anis vert, gingembre, girofle), émulsifiant : lécithines (tournesol), arôme naturel de vanille.
traces de gluten et fruits à coque.
cacao : 30 % minimum."
Tablette Chocolat Noir 70% Aux éclats De Fèves,100 Gr,23,17.110287748,0.10429359,1,1,"fève de cacao, sucre, beurre de cacao, éclats de fèves torréfiées (9%), vanille, émulsifiant : lécithine de soja sans OGM."
Chocolat noir aux écorces d'orange confites,100 g,24,4.363517368,0.10429359,1,1,"fèves de cacao, sucre, beurre de cacao, orange (13%), sirop de glucose, vanille, émulsifiant : lécithine de soja sans OGM."
Tablette Chocolat Blanc Aux écorces De Citron Confites,100 Gr,26,11.318443968,0.10429359,1,1,"sucre, beurre de cacao, lait en poudre, citron (9%), noix de coco râpée, sirop de glucose, huile essentielle de citron, extrait de vanille, émulsifiant : lécithine de soja sans OGM."
petit beurre au chocolat fourrée,140 g e,24,6.738600583,0.11010835,1,1,"Chocolat au lait 42% (sucre, beurre de cacao, pâte de cacao, lait écrémé en poudre, lactose (lait), matière grasse de lait anhydre, émulsifiant: lécithines (tournesol), arôme naturel vanille), farine de blé, sucre, beurre concentré 6% (lait), poudre de lait entier 5%, graisses végétales ( noix de coco, tournesol), lactose (lait); poudres à lever: carbonates d'ammonium, carbonates de sodium, diphosphates; poudre de lait écrémé 0.4%, sel, émulsifiant: lécithines de tournesol, arôme naturel de beurre. Traces éventuelles d’œufs, de graines de sésame, de soja et de fruits à coque."
Chocolat blanc tablette,400 g,26,11.318443968,0.10429359,1,1,"Sucre, beurre de cacao, poudre de lait émé, matière grasse de lait anhydre, émulsifiants: lécithines - polyricinoléate de polyglycérol, arôme natural de vanille. Traces éventuelles de fruits à coque et de gluten."
Petit beurre avec tablette de chocolat au lait,150 g,22,5.918971723,0.11013799,1,1,"Chocolat au lait 48% (sucre de canne, beurre de cacao, lait entier en poudre (origine UE / hors UE), pâte de cacao), farine de blé 36% (contient gluten), sucre, beurre (contient lait origine UE) 8,8 %, lait écrémé en poudre (origine UE), poudres à lever : carbonates d'ammonium - carbonates de sodium - acide tartrique, sel, arôme naturel."
Chocolat noir 100%,3.50 oz,N/A,17.110287748,0.10429359,0,1,"Cacao, beurre de cacao"
Tablette Chocolat Noir 74% Fourré Pur Fruit Cassis Bio,100 g,17,N/A,N/A,0,1,"TABLETTE CHOCOLAT NOIR (CACAO : 74% MINIMUM) FOURRAGE PUR FRUIT CASSIS Ingrédicnts : chocolat noir* (masse de sucre de canne beurre de poudre d cacao&quot;'), vanille fourrage pur fruit cassis*(sucre de canne purée de cassis*(ll%), beurre sirop de maïs&quot;, eau). • Ingrédients issus de l'agriculture biologique - Ci) Ingrédients issus du Commerce Equitable contrôlé par ECOCERTEnvironneme selon 10 référentiel ESR (74 % dos ingrédients d'origine agricole). Origine cacao : Saint Domingue ; Origine sucre : Paraguay; Origi vanitto : Madagascar, Plus d'informations sur la démarche équitable disponible surwww.biopartenaire.com -@ingrédients is du commerce équitable. Traces possibles de lait. glutcn, fruits à coque (noix, noix do cajou, noisette et amande), soja, sésame, œuf et arachide."
Cook'eat,200g,25,17.110287748,0.10429359,0,1,"Pâte de cacao, sucre, beurre de cacao, émusilfiant : lécithine de soja (E322), arôme naturel de vanille."
CHOCOLAT NOIR 70% CACAO TABLETTE,100 g,22,17.110287748,0.10429359,0,1,N/A
Chocolat 70% gingembre confit,100 g,15,17.110287748,0.10429359,0,1,"chocolat noir 90% (pâte de cacao et beurre de cacao 74,5%, sucre de canne 25,5%), gingembre confit 10%."
Tablette Chocolat Noir 70% Graines De Sésame Toastées,,22,17.110287748,0.10429359,0,1,N/A
CHOCOLAT BLANC TABLETTE,N/A,N/A,N/A,N/A,0,1,"Chocolat blanc* (sucre d?, canne roux* 45%; beurre de cacao* 29,7%; poudre de I lait entier* 25,3%)."
CHOCOLAT LAIT FLEUR DE SEL TABLETTE,,31,12.741300238,0.10429359,0,1,N/A
Tablette Chocolat Noir 70 % Cacao à La Noisette,100 g (2x50g),32,17.110287748,0.10429359,0,1,"Chocolat noir à 70% de cacao minimum*: 95% (pâte de cacao* et beurre de cacao* 74,5%, sucre de canne roux* 25,5%); noisettes concassées*: 5 h. *100% des ingrédients d'origine agricole sont issus de l'agriculture biologique. Contient de la noisette. Peut contenir des traces de lait, d amandes, de sesame et d'arachides,"
Francois Pralus Tablette Perou,,22,17.110287748,0.10429359,0,1,"75 % cacao, sucre, pur beurre de cacao, LÉCITHINE DE _SOJA_ sans OGM."
Tablette chocolat lait biscuit sablé,100g,24,12.741300238,0.10429359,2,1,"sucre de canne*, lait entier en poudre, beurre de cacao*, pâte de cacao* du Pérou 16,8%, biscuit sablé* 10% (farine de blé, beurre, sucre de canne*, sucre de canne* du Pérou, miel*, farine de soja, poudre à lever : carbonate acide de sodium, cannelle*, noix de muscade*), extrait de vanille*."
Chocolate,100 g,23,17.110287748,0.10429359,0,1,"fèves de cacao, sucre de canne complet, beurre de cacao"
Chocolat Noir 70% cacao,80 g,22,17.110287748,0.10429359,1,1,"cocoa mass 64%, sugar, cocoa butter 9%, emulsifier: _soy_ lecithin, natural vanilla flavour"
Chocolat noir - Mexique 68%,90 g,22,17.110287748,0.10429359,2,1,"Pâte de cacao Mexique, sucre, beurre de cacao, lécithine de soja, vanille naturelle."
Pick Up ! Choco,280 g,25,5.918971723,0.11013799,4,1,N/A
Petit Beurre Chocolat au lait,150g,22,5.918971723,0.11013799,1,2,N/A
20 Mini Tablettes De Chocolat Assorties,N/A,N/A,N/A,N/A,0,1,N/A
Tablette Galler Noire Intense 70%,80g,23,17.110287748,0.10429359,2,2,"pâte de cacao, sucre, beurre de cacao, émulsifiant: lécithine de soja, arôme naturel de vanille. Chocolat noir: min 70% cacao. Peut contenir : des fruits à coque, lait, oeufs et blé (gluten)."
Assortiment de mini tablettes au chocolat noir,N/A,N/A,N/A,N/A,0,1,"pâte de cacao, sucre, beurre de cacao, citron vert en morceaux 1 ,5% (sucre, jus concentré de citron vert, amidon, huile de citron vert), arue de cacao 1,1%, émulsifiant : lécithine de soja, menthe verte arôme naturel de vanille. Cacao : Noir Profond : min. 85% ? Noir Intense / Noir Eclats de Cacao / Noir Menthe - Citron Vert : min. 70%. Peut contenir des traces de fruits à coque, oeufs, lait et blé (gluten)."
Damhert Petit Beurre Pure Chocolade Tagatesse,150 g,19,6.738600583,0.11010835,0,1,"dark chocolate (48%) [cocoa mass, tagatose, cocoa butter, emulsifier (soja lecithin), natural aroma (vanilla)], blé flour, concentrated butter (7.6%), tagatose syrup (tagatose (34%), acid regulator, (hydrochloric acid),fructo-oligosaccharides, blé starch, rice starch, uplift powders (ammonium carbonates, sodium carbonates, disodium diphosphate), whole milk powder, emulsifier"
Chocolat lait riz soufllé,100g,26,12.741300238,0.10429359,0,2,"Sucre de canneº*, lait entier en poudre°* de France, beurre de cacao*, pâte de cacao* du Pérou 9,4%, billes de riz souffléº* 6%, émulsifiant : lécithine de tournesolº, extrait de vanilleº*. Cacao: 32% minimum dans le chocolat. °issus de l'agriculture biologique *issus du commerce équitable (99,5% avec 74,1% SPP)"
Villars Chocolat noir amandes la tablette de 300 g,300 g,18,17.110287748,0.10429359,0,1,"sucre*, pâte de cacao, amandes (25%), beurre de cacao, fraction de beurre* (lait), émulsifiant (lécithine de soja), arôme naturel de vanille. Cacao : 50% minimum dans le chocolat. Peut contenir des traces de noisette, noix, noix de pécan, noix de cajou, pistache, œuf, blé et orge. &quot;Ingrédients d'origine suisse."
Mini Choco Petit Beurre Au Lait,125 g,26,6.738600583,0.11010835,0,2,"Farine de froment, sucre, beurre de cacao, graisse/huile végétale non hydrogénée (palme, coco), lait entier en poudre, pâte de cacao, sucre brut, sérum de lait, lait écrémé en poudre, beurre concentré, sirop de glucose, oeuf en poudre, poudres à lever: carbonates de sodium et diphosphates, maltodextrine, arômes naturels, beurre, noisettes, émulsifiant: lécithines (soja), cacao maigre en poudre, sel de cuisine, sirop de sucre inverti, blanc d'oeuf en poudre, sucre caramélisé."
choco petit beurre mini,1pcs,26,6.738600583,0.11010835,0,2,"Farine de froment, sucre, pâte de cacao, beurre de cacao, graisse/huile végétale non hydrogénée (palme, coco), lait entier en poudre, sucre brut, sérum de lait, beurre concentré, sirop de glucose, lait écrémé en poudre, œuf en poudre*, poudres à lever: carbonates de sodium et diphosphates, maltodextrine, arômes naturels, beurre, émulsifiant: lécithines (soja), noisettes, sel de cuisine, cacao maigre en poudre, sirop de sucre inverti, blanc d'œuf en poudre*, sucre caramélisé"
Petit Beurre Chocolat Au Lait,150 g,24,6.738600583,0.11010835,0,2,"Chocolat au lait 47% (sucre, beurre de cacao 14%, lait entier en poudre, cacao en pâte 5%, lait écrémé en poudre, émulsifiant [E 322 de soja], extrait de vanille), farine mi-blanche (froment), sucre, fécule de pomme de terre, beurre fondu 2,5% (Suisse), huile de tournesol, oeuf entier (oeufs d'élevage au sol), sirop de sucre inverti, lait écrémé en poudre, semoule de blé, sirop de glucose, sel de cuisine, poudres à lever (E 503, E 500), arôme, émulsifiant (E 322 de soja)."
Chocolat noir pépites,100 g,17,17.110287748,0.10429359,1,1,"pâte de cacao, sucre de canne complet (Mascobado), pépites de cacao grillées (10 %), beurre de cacao, sucre de canne."
NESTLE DESSERT Noir 5x205 g - Lot SEB,1025 g,21,17.110287748,0.10429359,1,1,"Sucre, pâte de cacao (Afrique de l'Ouest, Amérique du Sud), beurre de cacao, émulsifiant (lécithine de tournesol), arôme naturel de vanille de Madagascar. Cacao : 53% minimum. Peut contenir : LAIT, FRUITS A COQUE."
NESTLE DESSERT Blanc 2 x 180g,360 g,27,11.318443968,0.10429359,0,1,"Sucre, LAIT entier en poudre, beurre de cacao, émulsifiant (lécithines), arôme naturel de vanille de Madagascar. Peut contenir : ARACHIDES, FRUITS A COQUE, SOJA."
Tablette Dégustation Fin Noir Fin Orange,100 g e,19,4.363517368,0.10429359,1,2,"Pâte de cacao, sucre, beurre de cacao, cacao en poudre fortement dégraissé, zestes d'oranges confites (zestes d'oranges 50 %, sucre, dextrose, correcteur d'acidité (acide citrique), conservateur (_anhydride sulfureux_)), _beurre_ concentré, émulsifiant (lécithine de _soja_), arômes, _lait_ entier en poudre."
petit écolier barres,180g,25,6.738600583,0.11010835,1,1,"Chocolat au lait 44 % [sucre, beurre de cacao, pâte de cacao, lait écrémé en poudre, lactose (de lait), beurre, arôme, émulsifiant (lécithine de tournesol)], farine de blé 33 %, Sucre,huile de palme, riz soufflé 3 %, amidon de blé, lait écrémé en poudre, sel, poudres à lever (carbonates de sodium, carbonates d'ammonium). Peut contenir oeuf, soja, sésame et fruits à coques."
Milka Caramel,200 g,26,12.741300238,0.10429359,5,2,"Sucre, graisse de palme, beurre de cacao, _lait_ écrémé en poudre, sirop de glucose, lactosérum en poudre (de _lait_), pâte de cacao, _beurre_ concentré, _lait_ écrémé concentré sucré, humectant (glycérol), strop de sucre inverti, sirop de sucre caramélisé 0,6%, émulsifiants (lécithine de _soja_, lécithine de tournesol), pâte de _noisettes_, sel, arômes."
Mini Tablettes Au lait du Pays Alpin,"1,392 kg (28 x 29 g)",26,12.741300238,0.10429359,0,1,"Sucre, beurre de cacao, _lait_ écrémé en poudre, pâte de cacao, lactosérum en poudre (de _lait_), _beurre_ concentré, pâte de _noisette_, émulsifiant (lécithine de _soja_), arôme."
Chocolat Tendre au lait (lot de 6),600 g (6 x 100 g),27,12.741300238,0.10429359,1,1,"Sucre, graisse végétale, beurre de cacao, lactosérum en poudre, poudre de lait écrémé, pâte de cacao, beurre concentré, poudre de lait riche en matière grasse (2,5%), pâte de noisettes, émulsifiant (lécithine de soja), arômes."
Tablette Chocolat Noir Extra 70% Cacao,,22,17.110287748,0.10429359,0,1,N/A
Tablette Chocolat Noir 88% Cacao,N/A,N/A,N/A,N/A,0,1,N/A
Galletas con chocolate blanco,150 g,25,6.738600583,0.11010835,0,2,N/A
Petit beurre milk,150 g,27,6.738600583,0.11010835,1,1,"Biscuit (52%) [wheat flour, sugar, concentrated butter (5,5%)*, raising agents (ammonium carbonates, sodium carbonates, diphosphates), glucose-fructose syrup, salt, acid (citric acid)], milk chocolate (48%) [sugar, cocoa butter, cocoa paste, anhydrous milk fat, emulsifier (lecithins), natural vanilla flavouring] May contain traces of eggs and nuts. &quot;Percentage of finished product. Store in a cool, dry place. Best before: /Batch: see side of packaging. Nutrition: Average energy value and nutritional values per 100 g: Energy: 2055 k)/"
Galleteca Chocolate negro,150 g,20,5.918971723,0.11013799,1,1,"Biscuit 52 % : farine de _blé_, sucre, _beurre_ pâtissier 12,5 % (soit 15 % de beurre reconstitué), sirop de glucose-fructose de blé, sel, poudre à lever : carbonates acides d'ammonium et de sodium, diphosphate disodique, acidifiant : acide citrique.

Chocolat noir 48 % : pâte et beurre de cacao, sucre, _lactose_, matière grasse laitière anhydre, _lait_ écrémé en poudre, émulsifiant : lécithine de _soja_, arôme."
NESTLE DESSERT Chocolat Noir lot de 2x205g,410 g,21,17.110287748,0.10429359,0,1,"Sucre, pâte de cacao (Afrique de l'Ouest, Amérique du Sud), beurre de cacao, émulsifiant (lécithine de tournesol), arôme naturel de vanille (Madagascar). Cacao : 52% minimum. Peut contenir : fruits à coque, lait."
Tablette de chocolat Lindt Lait noisettes,2,N/A,N/A,N/A,1,1,"sucre, beurre de cagao, noisettes (16%), poudre de lait, pâte de cacao, lactose, poudre deit ecrémé, amandes extrait de malt d'orge émulsifiant (ecithine de soja), arôme (vanille). Peut contenir d'autres ruits à oque et du blé. Cacao : 30% minimul INFORMATIONS NU NTIONNELLES Energie Matières grasses POUR cal dont saturées Glucides"
Chocolat noir amande coco,100 g,19,17.110287748,0.10429359,1,1,"Sucre de canne* - pâte de cacao* - beurre de cacao* - flocons de noix de coco* 4% - amandes grillées hâchées* 4% - pâte de noisette grillée* - arôme naturel. 
 
Traces d'autres fruits à coque et lait.
 
Cacao : 55% minimum dans le chocolat
 
* Ingrédients issus de l'agriculture biologique. 
 
Ingrédients conformes aux standards du commerce équitable Fairtrade/Max Havelaar: sucre de canne, beurre de cacao, pâte de cacao (90% du poids total). Pour plus d'informations: www.info.fairtrade.net."
Biscuit avec tablette de chocolat au lait suisse,,26,6.738600583,0.11010835,0,2,"Farine de froment,sucre, beurre de cacao, lait entier en poudre, graisse/huile végétale non hydrogée (palme, coco), pâte de cacao, sucre brut,  sérum de lait, lait écrémé en poudre, beurre concentré, sirop de glucose, oeuf en poudre poudres & lever: carbonates de sodium et diphosphates, maltodextrine, arômes natures beurre émulsifiant lécithines (soja), noisettes, sel de cuisine, cacao maigre en poudre, sirop de sucre inverti, blanc d'oeuf en poudre, sucre caramélisé oeufs d'élevage au sol."
